"Activity" "Measurement" "mean" "std_dev"
"SITTING" "tBodyAccJerk_correlation_X_Z" 0.0844092449027181 0.259342449160144
"SITTING" "tBodyAccJerk_correlation_Y_Z" 0.0305237411335312 0.232185877809891
"SITTING" "tBodyAccJerk_energy_X" -0.999605847985369 0.00124634182481054
"SITTING" "tBodyAccJerk_energy_Y" -0.998952769707372 0.00299331428681553
"SITTING" "tBodyAccJerk_energy_Z" -0.999409768300506 0.00135686060627678
"SITTING" "tBodyAccJerk_entropy_X" -0.690435182408756 0.176958610759612
"SITTING" "tBodyAccJerk_entropy_Y" -0.669660399564434 0.194603065182909
"SITTING" "tBodyAccJerk_entropy_Z" -0.66714246961058 0.1619360261496
"SITTING" "tBodyAccJerk_iqr_X" -0.98634332516601 0.0144085074743349
"SITTING" "tBodyAccJerk_iqr_Y" -0.976921047124367 0.0200082273500215
"SITTING" "tBodyAccJerk_iqr_Z" -0.981176897642093 0.0154804886283038
"SITTING" "tBodyAccJerk_mad_X" -0.986283384305008 0.0162926546199906
"SITTING" "tBodyAccJerk_mad_Y" -0.973473172155318 0.0270621464440875
"SITTING" "tBodyAccJerk_mad_Z" -0.981580482414181 0.0173084698280161
"SITTING" "tBodyAccJerk_max_X" -0.983704028970175 0.0225718583341241
"SITTING" "tBodyAccJerk_max_Y" -0.98053969818233 0.0266511773911017
"SITTING" "tBodyAccJerk_max_Z" -0.983107685453011 0.0200166021562416
"SITTING" "tBodyAccJerk_mean_X" 0.0758788492274395 0.0199726959426455
"SITTING" "tBodyAccJerk_mean_Y" 0.00504690529678683 0.0627525109245458
"SITTING" "tBodyAccJerk_mean_Z" -0.0024866605775919 0.0642374764823074
"SITTING" "tBodyAccJerk_min_X" 0.979894255346089 0.0287958416285462
"SITTING" "tBodyAccJerk_min_Y" 0.976745601992122 0.033606528854506
"SITTING" "tBodyAccJerk_min_Z" 0.977499848548115 0.0245315582666995
"SITTING" "tBodyAccJerk_sma" -0.982445525098481 0.0199488468436395
"SITTING" "tBodyAccJerk_std_X" -0.984997226336522 0.0189950441283764
"SITTING" "tBodyAccJerk_std_Y" -0.973883160517726 0.029994142982837
"SITTING" "tBodyAccJerk_std_Z" -0.982296486972425 0.0184908022623617
"SITTING" "tBodyAccJerkMag_arCoeff1" 0.21365570655556 0.191471003773117
"SITTING" "tBodyAccJerkMag_arCoeff2" -0.152865350939375 0.187101730030914
"SITTING" "tBodyAccJerkMag_arCoeff3" -0.0701313650546427 0.226091494531518
"SITTING" "tBodyAccJerkMag_arCoeff4" -0.0819568011132583 0.241281698066102
"SITTING" "tBodyAccJerkMag_energy" -0.999309497585819 0.00181412083074526
"SITTING" "tBodyAccJerkMag_entropy" -0.722033937270118 0.201522717632341
"SITTING" "tBodyAccJerkMag_iqr" -0.985267699566685 0.0188112434092164
"SITTING" "tBodyAccJerkMag_mad" -0.981340341648846 0.0255444302527472
"SITTING" "tBodyAccJerkMag_max" -0.97649630474395 0.0331748579685675
"SITTING" "tBodyAccJerkMag_mean" -0.98244444337085 0.0194923623992647
"SITTING" "tBodyAccJerkMag_min" -0.980384629032077 0.0122604542663379
"SITTING" "tBodyAccJerkMag_sma" -0.98244444337085 0.0194923623992647
"SITTING" "tBodyAccJerkMag_std" -0.978907079240293 0.0300089540232678
"SITTING" "tBodyAccMag_arCoeff1" 0.0550456447393199 0.291190130437765
"SITTING" "tBodyAccMag_arCoeff2" -0.0767282927673112 0.226156520344708
"SITTING" "tBodyAccMag_arCoeff3" 0.139705595473872 0.248455925435607
"SITTING" "tBodyAccMag_arCoeff4" -0.1344473019587 0.276467501844888
"SITTING" "tBodyAccMag_energy" -0.992804573444007 0.0320783806171244
"SITTING" "tBodyAccMag_entropy" -0.45134572852915 0.363233687433361
"SITTING" "tBodyAccMag_iqr" -0.94996611894744 0.115412137855125
"SITTING" "tBodyAccMag_mad" -0.944413457489871 0.12668026165174
"SITTING" "tBodyAccMag_max" -0.945607352379291 0.101330406077617
"SITTING" "tBodyAccMag_mean" -0.95464392144063 0.0871477275269726
"SITTING" "tBodyAccMag_min" -0.986537847501407 0.0233899241145997
"SITTING" "tBodyAccMag_sma" -0.95464392144063 0.0871477275269726
"SITTING" "tBodyAccMag_std" -0.939324188353517 0.134026922277178
"SITTING" "tBodyGyro_arCoeff_X_1" -0.00876694499449634 0.249002785705515
"SITTING" "tBodyGyro_arCoeff_X_2" 0.00731220162140799 0.192157816070988
"SITTING" "tBodyGyro_arCoeff_X_3" 0.186664332239752 0.209797994527476
"SITTING" "tBodyGyro_arCoeff_X_4" -0.0702627560135003 0.236571927034374
"SITTING" "tBodyGyro_arCoeff_Y_1" -0.171661828426927 0.206912367304749
"SITTING" "tBodyGyro_arCoeff_Y_2" 0.101912945795466 0.182170774257311
"SITTING" "tBodyGyro_arCoeff_Y_3" 0.0145184717678672 0.220894096749182
"SITTING" "tBodyGyro_arCoeff_Y_4" 0.0981460871982161 0.207989717110471
"SITTING" "tBodyGyro_arCoeff_Z_1" 0.0838798449480467 0.262502738571197
"SITTING" "tBodyGyro_arCoeff_Z_2" -0.107617878229398 0.218650924166371
"SITTING" "tBodyGyro_arCoeff_Z_3" 0.111359307215898 0.220126742356029
"SITTING" "tBodyGyro_arCoeff_Z_4" 0.0630428248973495 0.238657450825582
"SITTING" "tBodyGyro_correlation_X_Y" -0.150916643610838 0.440651478709523
"SITTING" "tBodyGyro_correlation_X_Z" 0.101393999138384 0.462498389162682
"SITTING" "tBodyGyro_correlation_Y_Z" -0.309412768057338 0.430354366603214
"SITTING" "tBodyGyro_energy_X" -0.997835536685425 0.00954545554521876
"SITTING" "tBodyGyro_energy_Y" -0.996672563269555 0.0129345021472365
"SITTING" "tBodyGyro_energy_Z" -0.990627545925717 0.0323982735908155
"SITTING" "tBodyGyro_entropy_X" -0.520203137992909 0.297340958325182
"SITTING" "tBodyGyro_entropy_Y" -0.322536557302645 0.359684779232825
"SITTING" "tBodyGyro_entropy_Z" -0.337949819055234 0.39335047697894
"SITTING" "tBodyGyro_iqr_X" -0.984658158058526 0.027789399350722
"SITTING" "tBodyGyro_iqr_Y" -0.973976763961733 0.0379189775500568
"SITTING" "tBodyGyro_iqr_Z" -0.967847898519977 0.0499511096590195
"SITTING" "tBodyGyro_mad_X" -0.98274873705121 0.0308432571910491
"SITTING" "tBodyGyro_mad_Y" -0.969373096381542 0.044078066826836
"SITTING" "tBodyGyro_mad_Z" -0.960427466955543 0.0579667042924508
"SITTING" "tBodyGyro_max_X" -0.875232226347777 0.0384873532241995
"SITTING" "tBodyGyro_max_Y" -0.935063316145189 0.0392659468812775
"SITTING" "tBodyGyro_max_Z" -0.731206102667417 0.0576762258794179
"SITTING" "tBodyGyro_mean_X" -0.0384313168439482 0.044971935724548
"SITTING" "tBodyGyro_mean_Y" -0.0721208098964153 0.0946044764319566
"SITTING" "tBodyGyro_mean_Z" 0.0777771461510523 0.131100335024436
"SITTING" "tBodyGyro_min_X" 0.825630072296004 0.0435605336571407
"SITTING" "tBodyGyro_min_Y" 0.895837655948227 0.0336589235455987
"SITTING" "tBodyGyro_min_Z" 0.796595656978616 0.0718917540888362
"SITTING" "tBodyGyro_sma" -0.945057235981992 0.090147976194884
"SITTING" "tBodyGyro_std_X" -0.981022213218908 0.036318829341589
"SITTING" "tBodyGyro_std_Y" -0.966708127310073 0.0486356216508906
"SITTING" "tBodyGyro_std_Z" -0.958007496724817 0.0615497442074274
"SITTING" "tBodyGyroJerk_arCoeff_X_1" 0.117194958476922 0.23544089887278
"SITTING" "tBodyGyroJerk_arCoeff_X_2" -0.00672468283180765 0.157273621217029
"SITTING" "tBodyGyroJerk_arCoeff_X_3" 0.255152012342836 0.210312654295985
"SITTING" "tBodyGyroJerk_arCoeff_X_4" 0.17173993044456 0.21200121958183
"SITTING" "tBodyGyroJerk_arCoeff_Y_1" -0.104642867270473 0.208984272028542
"SITTING" "tBodyGyroJerk_arCoeff_Y_2" 0.13860282477073 0.158367855399314
"SITTING" "tBodyGyroJerk_arCoeff_Y_3" 0.103981679708532 0.188200570624154
"SITTING" "tBodyGyroJerk_arCoeff_Y_4" 0.0779662367031469 0.256727554928379
"SITTING" "tBodyGyroJerk_arCoeff_Z_1" 0.188272647117546 0.276459326834473
"SITTING" "tBodyGyroJerk_arCoeff_Z_2" -0.0674712654908053 0.192265660854006
"SITTING" "tBodyGyroJerk_arCoeff_Z_3" 0.182107306705667 0.221292133699984
"SITTING" "tBodyGyroJerk_arCoeff_Z_4" 0.0390940349366669 0.250094645246221
"SITTING" "tBodyGyroJerk_correlation_X_Y" 0.0153188851019865 0.286879706380453
"SITTING" "tBodyGyroJerk_correlation_X_Z" 0.0799852359350197 0.25690981161558
"SITTING" "tBodyGyroJerk_correlation_Y_Z" -0.0909324014835847 0.264895807294959
"SITTING" "tBodyGyroJerk_energy_X" -0.999546975407991 0.00237026154203824
"SITTING" "tBodyGyroJerk_energy_Y" -0.999727327056837 0.000883891063336876
"SITTING" "tBodyGyroJerk_energy_Z" -0.999508678232977 0.00198566990494532
"SITTING" "tBodyGyroJerk_entropy_X" -0.583501401953405 0.243106453280577
"SITTING" "tBodyGyroJerk_entropy_Y" -0.48413677150825 0.250940706207091
"SITTING" "tBodyGyroJerk_entropy_Z" -0.521900237233292 0.221002328833525
"SITTING" "tBodyGyroJerk_iqr_X" -0.988937824862127 0.0146583066441709
"SITTING" "tBodyGyroJerk_iqr_Y" -0.990174083297693 0.0106085233623194
"SITTING" "tBodyGyroJerk_iqr_Z" -0.988317143308948 0.0136828553304799
"SITTING" "tBodyGyroJerk_mad_X" -0.987209273241418 0.0193319368373448
"SITTING" "tBodyGyroJerk_mad_Y" -0.988265616167698 0.0138849323109407
"SITTING" "tBodyGyroJerk_mad_Z" -0.985791049741137 0.0186730354349146
"SITTING" "tBodyGyroJerk_max_X" -0.982964582211593 0.0346108129425928
"SITTING" "tBodyGyroJerk_max_Y" -0.985957390990433 0.0209344721230294
"SITTING" "tBodyGyroJerk_max_Z" -0.978258036330895 0.0357128018884191
"SITTING" "tBodyGyroJerk_mean_X" -0.0956521058184581 0.0185383451690057
"SITTING" "tBodyGyroJerk_mean_Y" -0.040779780524009 0.0216509878195821
"SITTING" "tBodyGyroJerk_mean_Z" -0.0507555280236061 0.0317379564006706
"SITTING" "tBodyGyroJerk_min_X" 0.98413250401238 0.0315821801910488
"SITTING" "tBodyGyroJerk_min_Y" 0.987765707844682 0.0175205144980964
"SITTING" "tBodyGyroJerk_min_Z" 0.985274413550928 0.0227731682641415
"SITTING" "tBodyGyroJerk_sma" -0.988123040838492 0.0158155865224366
"SITTING" "tBodyGyroJerk_std_X" -0.985705127658976 0.0242376832108019
"SITTING" "tBodyGyroJerk_std_Y" -0.986502338745076 0.0172418438907775
"SITTING" "tBodyGyroJerk_std_Z" -0.983805514068655 0.0230944198179553
"SITTING" "tBodyGyroJerkMag_arCoeff1" 0.367533274486888 0.237569014617984
"SITTING" "tBodyGyroJerkMag_arCoeff2" -0.278101021114857 0.198182056282802
"SITTING" "tBodyGyroJerkMag_arCoeff3" -0.0359945312501902 0.203464311023543
"SITTING" "tBodyGyroJerkMag_arCoeff4" -0.149982036905307 0.233148970425116
"SITTING" "tBodyGyroJerkMag_energy" -0.999662278429938 0.00123418173092246
"SITTING" "tBodyGyroJerkMag_entropy" -0.535635022918942 0.302430580176755
"SITTING" "tBodyGyroJerkMag_iqr" -0.988884570714688 0.0172540543958294
"SITTING" "tBodyGyroJerkMag_mad" -0.98654090627462 0.0208497300391986
"SITTING" "tBodyGyroJerkMag_max" -0.984004638970174 0.0265685003740876
"SITTING" "tBodyGyroJerkMag_mean" -0.987880071435003 0.0160191497873006
"SITTING" "tBodyGyroJerkMag_min" -0.98795604960045 0.0103527845418097
"SITTING" "tBodyGyroJerkMag_sma" -0.987880071435003 0.0160191497873006
"SITTING" "tBodyGyroJerkMag_std" -0.98460762855937 0.0247571449564401
"SITTING" "tBodyGyroMag_arCoeff1" -0.0234621935073889 0.295519564611781
"SITTING" "tBodyGyroMag_arCoeff2" -0.0758120716779291 0.272406633022751
"SITTING" "tBodyGyroMag_arCoeff3" 0.115786101096083 0.264893838451319
"SITTING" "tBodyGyroMag_arCoeff4" -0.0554604431868655 0.268204244919152
"SITTING" "tBodyGyroMag_energy" -0.994439377158132 0.0178106595200995
"SITTING" "tBodyGyroMag_entropy" -0.0953610794536916 0.418550237439039
"SITTING" "tBodyGyroMag_iqr" -0.948948835736072 0.0892792901057172
"SITTING" "tBodyGyroMag_mad" -0.946343561759145 0.0856690536563453
"SITTING" "tBodyGyroMag_max" -0.957894018801351 0.0614682762943978
"SITTING" "tBodyGyroMag_mean" -0.946724138930782 0.0855129426831002
"SITTING" "tBodyGyroMag_min" -0.941815914429938 0.14472313884388
"SITTING" "tBodyGyroMag_sma" -0.946724138930782 0.0855129426831002
"SITTING" "tBodyGyroMag_std" -0.951199015615082 0.075826413246943
"SITTING" "tGravityAcc_arCoeff_X_1" -0.436851690201283 0.248017948275489
"SITTING" "tGravityAcc_arCoeff_X_2" 0.458134494405459 0.234245178960606
"SITTING" "tGravityAcc_arCoeff_X_3" -0.479477106907743 0.22420017058846
"SITTING" "tGravityAcc_arCoeff_X_4" 0.500984217150591 0.218676436859213
"SITTING" "tGravityAcc_arCoeff_Y_1" -0.431280609032307 0.31357448001376
"SITTING" "tGravityAcc_arCoeff_Y_2" 0.400055194103945 0.331304563707674
"SITTING" "tGravityAcc_arCoeff_Y_3" -0.406244319145696 0.330943827496239
"SITTING" "tGravityAcc_arCoeff_Y_4" 0.428542308810073 0.324499285929205
"SITTING" "tGravityAcc_arCoeff_Z_1" -0.489816401101795 0.270827130179133
"SITTING" "tGravityAcc_arCoeff_Z_2" 0.500651811311311 0.266043372098728
"SITTING" "tGravityAcc_arCoeff_Z_3" -0.511161280194181 0.262145241713964
"SITTING" "tGravityAcc_arCoeff_Z_4" 0.518703718742938 0.25877753965253
"SITTING" "tGravityAcc_correlation_X_Y" -0.346213963219133 0.700788147108516
"SITTING" "tGravityAcc_correlation_X_Z" -0.344869410263286 0.716656899985116
"SITTING" "tGravityAcc_correlation_Y_Z" 0.318618993326579 0.684322097183537
"SITTING" "tGravityAcc_energy_X" 0.701719392961058 0.293285221306827
"SITTING" "tGravityAcc_energy_Y" -0.892846895458638 0.157510040960603
"SITTING" "tGravityAcc_energy_Z" -0.873145414666291 0.17008989797849
"SITTING" "tGravityAcc_entropy_X" -0.831465996459679 0.294314774950771
"SITTING" "tGravityAcc_entropy_Y" -0.70512686875318 0.360488969900504
"SITTING" "tGravityAcc_entropy_Z" -0.625673315055087 0.390406865871028
"SITTING" "tGravityAcc_iqr_X" -0.981887290118177 0.0531449013675029
"SITTING" "tGravityAcc_iqr_Y" -0.964077410756331 0.0931434595262971
"SITTING" "tGravityAcc_iqr_Z" -0.952835702402363 0.111234128831461
"SITTING" "tGravityAcc_mad_X" -0.980232178266742 0.0583684356970556
"SITTING" "tGravityAcc_mad_Y" -0.959124425056894 0.106796505069665
"SITTING" "tGravityAcc_mad_Z" -0.948510398454136 0.120775430815801
"SITTING" "tGravityAcc_max_X" 0.812239850163196 0.132427998537499
"SITTING" "tGravityAcc_max_Y" 0.0896240513787957 0.192640910186095
"SITTING" "tGravityAcc_max_Z" 0.155968073887569 0.204037552126455
"SITTING" "tGravityAcc_mean_X" 0.879731193472144 0.134730208281793
"SITTING" "tGravityAcc_mean_Y" 0.108713540331707 0.197457335249025
"SITTING" "tGravityAcc_mean_Z" 0.153774088505577 0.204490768854231
"SITTING" "tGravityAcc_min_X" 0.894066042470456 0.135854425241734
"SITTING" "tGravityAcc_min_Y" 0.119312372718852 0.198392667234405
"SITTING" "tGravityAcc_min_Z" 0.14322429075361 0.207304437681707
"SITTING" "tGravityAcc_sma" -0.129320744641577 0.486482408655222
"SITTING" "tGravityAcc_std_X" -0.979682230393922 0.0601629256303739
"SITTING" "tGravityAcc_std_Y" -0.957672740350591 0.110656416074894
"SITTING" "tGravityAcc_std_Z" -0.947357438593134 0.122886965079673
"SITTING" "tGravityAccMag_arCoeff1" 0.0550456447393199 0.291190130437765
"SITTING" "tGravityAccMag_arCoeff2" -0.0767282927673112 0.226156520344708
"SITTING" "tGravityAccMag_arCoeff3" 0.139705595473872 0.248455925435607
"SITTING" "tGravityAccMag_arCoeff4" -0.1344473019587 0.276467501844888
"SITTING" "tGravityAccMag_energy" -0.992804573444007 0.0320783806171244
"SITTING" "tGravityAccMag_entropy" -0.45134572852915 0.363233687433361
"SITTING" "tGravityAccMag_iqr" -0.94996611894744 0.115412137855125
"SITTING" "tGravityAccMag_mad" -0.944413457489871 0.12668026165174
"SITTING" "tGravityAccMag_max" -0.945607352379291 0.101330406077617
"SITTING" "tGravityAccMag_mean" -0.95464392144063 0.0871477275269726
"SITTING" "tGravityAccMag_min" -0.986537847501407 0.0233899241145997
"SITTING" "tGravityAccMag_sma" -0.95464392144063 0.0871477275269726
"SITTING" "tGravityAccMag_std" -0.939324188353517 0.134026922277178
"STANDING" "angletBodyAccJerkMean_gravityMean" 0.0103969442658132 0.250738989917688
"STANDING" "angletBodyAccMean_gravity" 0.0069907141310703 0.115575992753306
"STANDING" "angletBodyGyroJerkMean_gravityMean" 0.0159570353501574 0.556220439262084
"STANDING" "angletBodyGyroMean_gravityMean" 0.00461412323196747 0.521015883202677
"STANDING" "angleX_gravityMean" -0.774142758142707 0.100517760148842
"STANDING" "angleY_gravityMean" 0.209818426816789 0.0761644275862281
"STANDING" "angleZ_gravityMean" 0.0317429093558841 0.10709522545657
"STANDING" "fBodyAcc_bandsEnergy_1_16" -0.999576151857293 0.0016591906766726
"STANDING" "fBodyAcc_bandsEnergy_1_16_1" -0.993141575844701 0.0245059605057081
"STANDING" "fBodyAcc_bandsEnergy_1_16_2" -0.993169255068206 0.0313238102508094
"STANDING" "fBodyAcc_bandsEnergy_1_24" -0.999548487628541 0.00165081344022193
"STANDING" "fBodyAcc_bandsEnergy_1_24_1" -0.993545812339979 0.0226291110752744
"STANDING" "fBodyAcc_bandsEnergy_1_24_2" -0.993255121741868 0.0304998080904299
"STANDING" "fBodyAcc_bandsEnergy_1_8" -0.999637358557188 0.00173940916586808
"STANDING" "fBodyAcc_bandsEnergy_1_8_1" -0.992119201537251 0.0305074296965461
"STANDING" "fBodyAcc_bandsEnergy_1_8_2" -0.991939554270199 0.0382454503608192
"STANDING" "fBodyAcc_bandsEnergy_17_24" -0.999162426390346 0.00280052259745541
"STANDING" "fBodyAcc_bandsEnergy_17_24_1" -0.998935107801679 0.0022620482550011
"STANDING" "fBodyAcc_bandsEnergy_17_24_2" -0.999144076075551 0.00225300742164541
"STANDING" "fBodyAcc_bandsEnergy_17_32" -0.999025043651626 0.00310542517533523
"STANDING" "fBodyAcc_bandsEnergy_17_32_1" -0.998614155073452 0.00304077500832368
"STANDING" "fBodyAcc_bandsEnergy_17_32_2" -0.999255360162644 0.00216608139534367
"STANDING" "fBodyAcc_bandsEnergy_25_32" -0.999121353210913 0.00289136181538656
"STANDING" "fBodyAcc_bandsEnergy_25_32_1" -0.998739261143757 0.0034318953318331
"STANDING" "fBodyAcc_bandsEnergy_25_32_2" -0.999359182418678 0.00216761924372732
"STANDING" "fBodyAcc_bandsEnergy_25_48" -0.99903151724554 0.00339599694065943
"STANDING" "fBodyAcc_bandsEnergy_25_48_1" -0.998410369055614 0.0041122193050797
"STANDING" "fBodyAcc_bandsEnergy_25_48_2" -0.999230815703043 0.00262135773840274
"STANDING" "fBodyAcc_bandsEnergy_33_40" -0.999229055766002 0.00318344366891103
"STANDING" "fBodyAcc_bandsEnergy_33_40_1" -0.998178270503673 0.00469249566564586
"STANDING" "fBodyAcc_bandsEnergy_33_40_2" -0.999097634863589 0.00306886325710138
"STANDING" "fBodyAcc_bandsEnergy_33_48" -0.999272314354669 0.00302254102914477
"STANDING" "fBodyAcc_bandsEnergy_33_48_1" -0.997819575314795 0.00565775853225818
"STANDING" "fBodyAcc_bandsEnergy_33_48_2" -0.998850257040923 0.00405230481198738
"STANDING" "fBodyAcc_bandsEnergy_41_48" -0.999304272528856 0.00309347169993411
"STANDING" "fBodyAcc_bandsEnergy_41_48_1" -0.997702834926548 0.006103039744067
"STANDING" "fBodyAcc_bandsEnergy_41_48_2" -0.998216829470094 0.00625833836070328
"STANDING" "fBodyAcc_bandsEnergy_49_56" -0.999585662471144 0.00193212313516709
"STANDING" "fBodyAcc_bandsEnergy_49_56_1" -0.997581520776495 0.00842030643666323
"STANDING" "fBodyAcc_bandsEnergy_49_56_2" -0.997807204585519 0.00969457779781295
"STANDING" "fBodyAcc_bandsEnergy_49_64" -0.999637161306401 0.00198460495020349
"STANDING" "fBodyAcc_bandsEnergy_49_64_1" -0.997665122130115 0.00907322762502022
"STANDING" "fBodyAcc_bandsEnergy_49_64_2" -0.997486795860441 0.0129142495383861
"STANDING" "fBodyAcc_bandsEnergy_57_64" -0.999739269275971 0.00232109364254958
"STANDING" "fBodyAcc_bandsEnergy_57_64_1" -0.997965006400839 0.00958311302782109
"STANDING" "fBodyAcc_bandsEnergy_57_64_2" -0.996770277145855 0.0203531936675776
"STANDING" "fBodyAcc_bandsEnergy_9_16" -0.999535854758657 0.00184057782269795
"STANDING" "fBodyAcc_bandsEnergy_9_16_1" -0.998374221511018 0.00431607130567309
"STANDING" "fBodyAcc_bandsEnergy_9_16_2" -0.998702411463799 0.00318344251416121
"STANDING" "fBodyAcc_energy_X" -0.999529456474292 0.0016697101817219
"STANDING" "fBodyAcc_energy_Y" -0.993575921852046 0.022355061527051
"STANDING" "fBodyAcc_energy_Z" -0.993280848835257 0.0301851504431488
"STANDING" "fBodyAcc_entropy_X" -0.85668844220787 0.208920349781518
"STANDING" "fBodyAcc_entropy_Y" -0.70463626416212 0.233362490225567
"STANDING" "fBodyAcc_entropy_Z" -0.707315414228381 0.207411590526387
"STANDING" "fBodyAcc_iqr_X" -0.978018347817419 0.0299653186358837
"STANDING" "fBodyAcc_iqr_Y" -0.966725722140609 0.0364568892800349
"STANDING" "fBodyAcc_iqr_Z" -0.970695020666317 0.0289109052114213
"STANDING" "fBodyAcc_kurtosis_X" -0.801027060596789 0.247846567974635
"STANDING" "fBodyAcc_kurtosis_Y" -0.483082875701049 0.417516146581055
"STANDING" "fBodyAcc_kurtosis_Z" -0.3678998630683 0.474641353688466
"STANDING" "fBodyAcc_mad_X" -0.982644686448059 0.0256747728254496
"STANDING" "fBodyAcc_mad_Y" -0.939931257109129 0.0708222850250976
"STANDING" "fBodyAcc_mad_Z" -0.950660039258132 0.0659548276565237
"STANDING" "fBodyAcc_max_X" -0.989527072298006 0.019404773792976
"STANDING" "fBodyAcc_max_Y" -0.941943724126023 0.0812286775196112
"STANDING" "fBodyAcc_max_Z" -0.924804722365897 0.119124613440488
"STANDING" "fBodyAcc_maxInds_X" -0.646650644684155 0.396155910101737
"STANDING" "fBodyAcc_maxInds_Y" -0.908674361432844 0.185607741160979
"STANDING" "fBodyAcc_maxInds_Z" -0.932843651493179 0.18923877830326
"STANDING" "fBodyAcc_mean_X" -0.98162230498426 0.0266830747701731
"STANDING" "fBodyAcc_mean_Y" -0.943132376852046 0.0639593558380229
"STANDING" "fBodyAcc_mean_Z" -0.957359650828961 0.0571397269599283
"STANDING" "fBodyAcc_meanFreq_X" 0.0155958491724008 0.20805949832886
"STANDING" "fBodyAcc_meanFreq_Y" -0.0332741191101417 0.236089839046061
"STANDING" "fBodyAcc_meanFreq_Z" 0.0524670025367366 0.279364635106278
"STANDING" "fBodyAcc_min_X" -0.989267067339979 0.0213208501814027
"STANDING" "fBodyAcc_min_Y" -0.976842890592865 0.0447425787595249
"STANDING" "fBodyAcc_min_Z" -0.979736517902413 0.041722129460941
"STANDING" "fBodyAcc_skewness_X" -0.486587306283085 0.255976836016139
"STANDING" "fBodyAcc_skewness_Y" -0.169158943027356 0.375355689342214
"STANDING" "fBodyAcc_skewness_Z" -0.142105681511779 0.451294565568505
"STANDING" "fBodyAcc_sma" -0.961915994627492 0.0484250237215777
"STANDING" "fBodyAcc_std_X" -0.985859786930745 0.0227634977712747
"STANDING" "fBodyAcc_std_Y" -0.931132967334732 0.0882294500205056
"STANDING" "fBodyAcc_std_Z" -0.935439598488982 0.0981702834060561
"STANDING" "fBodyAccJerk_bandsEnergy_1_16" -0.999627187539349 0.00133793070498541
"STANDING" "fBodyAccJerk_bandsEnergy_1_16_1" -0.998334195136411 0.00424988079477264
"STANDING" "fBodyAccJerk_bandsEnergy_1_16_2" -0.998703761091291 0.00294088856622143
"STANDING" "fBodyAccJerk_bandsEnergy_1_24" -0.999407433520462 0.00192753230532662
"STANDING" "fBodyAccJerk_bandsEnergy_1_24_1" -0.998277277749213 0.00405238585411219
"STANDING" "fBodyAccJerk_bandsEnergy_1_24_2" -0.999001230456453 0.00233497920636785
"STANDING" "fBodyAccJerk_bandsEnergy_1_8" -0.999856119150052 0.000492870969978523
"STANDING" "fBodyAccJerk_bandsEnergy_1_8_1" -0.997485635718783 0.0065951943501067
"STANDING" "fBodyAccJerk_bandsEnergy_1_8_2" -0.998790390960126 0.00297321249711359
"STANDING" "fBodyAccJerk_bandsEnergy_17_24" -0.999222175760756 0.00255522407524504
"STANDING" "fBodyAccJerk_bandsEnergy_17_24_1" -0.998834724186779 0.00260988313423194
"STANDING" "fBodyAccJerk_bandsEnergy_17_24_2" -0.999321021631689 0.00173615236699041
"STANDING" "fBodyAccJerk_bandsEnergy_17_32" -0.999004446505771 0.00314245081333438
"STANDING" "fBodyAccJerk_bandsEnergy_17_32_1" -0.998674795529906 0.0031280626384337
"STANDING" "fBodyAccJerk_bandsEnergy_17_32_2" -0.999428837943337 0.0017519029294669
"STANDING" "fBodyAccJerk_bandsEnergy_25_32" -0.999116083483736 0.00298123393009364
"STANDING" "fBodyAccJerk_bandsEnergy_25_32_1" -0.998973464171039 0.0029558787535078
"STANDING" "fBodyAccJerk_bandsEnergy_25_32_2" -0.999481210624344 0.00187014800817433
"STANDING" "fBodyAccJerk_bandsEnergy_25_48" -0.998797926295908 0.00437073771318165
"STANDING" "fBodyAccJerk_bandsEnergy_25_48_1" -0.998742676773347 0.0033053402690311
"STANDING" "fBodyAccJerk_bandsEnergy_25_48_2" -0.999392897339979 0.00217386086867906
"STANDING" "fBodyAccJerk_bandsEnergy_33_40" -0.999234130267576 0.00329225705152078
"STANDING" "fBodyAccJerk_bandsEnergy_33_40_1" -0.99886045796957 0.00300774607628486
"STANDING" "fBodyAccJerk_bandsEnergy_33_40_2" -0.999381941684155 0.00218831459371518
"STANDING" "fBodyAccJerk_bandsEnergy_33_48" -0.999164377733473 0.00338984883572159
"STANDING" "fBodyAccJerk_bandsEnergy_33_48_1" -0.998354128530955 0.00414232354227068
"STANDING" "fBodyAccJerk_bandsEnergy_33_48_2" -0.999189989926548 0.00276110087300296
"STANDING" "fBodyAccJerk_bandsEnergy_41_48" -0.999186069821616 0.00308708017989471
"STANDING" "fBodyAccJerk_bandsEnergy_41_48_1" -0.998206054512067 0.00428679227295228
"STANDING" "fBodyAccJerk_bandsEnergy_41_48_2" -0.998857413567681 0.00372073105728643
"STANDING" "fBodyAccJerk_bandsEnergy_49_56" -0.9995056718468 0.00194833128955411
"STANDING" "fBodyAccJerk_bandsEnergy_49_56_1" -0.998895532943337 0.00290572767274878
"STANDING" "fBodyAccJerk_bandsEnergy_49_56_2" -0.998685859113326 0.00319361183232868
"STANDING" "fBodyAccJerk_bandsEnergy_49_64" -0.999488617838405 0.00198919851430637
"STANDING" "fBodyAccJerk_bandsEnergy_49_64_1" -0.998976125750262 0.00269458620245409
"STANDING" "fBodyAccJerk_bandsEnergy_49_64_2" -0.99869348841553 0.00314222768870565
